Municipality,Year,YieldPortfolio,Tmin_mean,Tmin_min,Tmax_mean,Tmax_max,Tmean_mean,Ptot_sum,Ptot_max,GDD_sum,HotDays_sum,FrostDays_sum,WetDays_sum
CARTIER,2000,2.7805959033715437,-0.19824451151092895,-30.82242528,7.690872328464481,31.51683353,3.746313908882514,0.66,0.03,1854.790401148,2,160,46
CARTIER,2001,1.7347032104537243,0.9444192918164384,-31.54976209,8.941015715750684,33.89988497,4.942717504323287,0.39,0.04,1964.862626419,6,166,29
CARTIER,2002,3.1182796538449638,-0.45807807613424656,-33.35734292,7.504225939369864,34.97482717,3.5230739320164384,0.32,0.05,1815.242910749,11,207,23
CARTIER,2003,3.644011357627693,-0.1015990131890411,-32.56058034,8.087005205369863,32.76278055,3.992703096378082,0.4,0.04,2031.691842579,6,173,33
CARTIER,2004,3.24328320230373,-0.5640899573333333,-36.30182442,7.171909211532787,28.72195696,3.3039096274316937,0.63,0.05,1557.983410002,0,173,48
CARTIER,2005,0.5475322539283033,0.975987131369863,-32.48673463,8.759875567309589,33.38626951,4.86793134999726,0.47000000000000003,0.05,1967.473908125,10,162,33
CARTIER,2006,2.8711870649317994,1.8108511420849316,-29.81517473,10.104690781953424,32.96464861,5.95777096269863,0.26,0.02,2166.151818857,9,170,24
CARTIER,2007,3.016277968494771,0.5003238403945206,-32.1432951,8.526672380936986,35.22248607,4.513498111010959,0.35000000000000003,0.04,2054.774868058,10,154,30
CARTIER,2008,3.9561180883474205,-1.4597833069153003,-33.00474499,7.16816623293989,31.90622682,2.854191463273224,0.49,0.03,1758.267500036,1,180,36
CARTIER,2009,4.167713199640984,-0.5165033380082191,-31.20092854,7.241993468375343,30.12182643,3.362745065487671,0.44,0.07,1675.81135178,1,181,34
CARTIER,2010,2.5879952133959137,1.258711393991781,-27.91921576,9.191667565893152,32.50355246,5.225189480410958,0.62,0.04,2037.109818298,7,149,43
CARTIER,2011,1.5764259714509044,0.719342284030137,-29.44144828,9.126618643279452,35.25176969,4.9229804641315065,0.32,0.03,2088.83399698,13,169,25
CARTWRIGHT-ROBLIN,1996,2.598658050255449,-2.2161352570846997,-33.7846342,5.442706953748634,33.511288,1.6132858486693988,0.709941833861,0.054343548,1767.428863104,6,190,117
CARTWRIGHT-ROBLIN,1997,2.8607852824980746,0.10690184962465754,-33.35159478,8.431849288556164,31.83726347,4.269375569663014,0.6125706090775,0.072811752,1959.315202361,3,185,97
CARTWRIGHT-ROBLIN,1998,3.526899988343267,1.8588334142931506,-29.41421939,9.295259024169862,30.95193637,5.577046219882192,0.688470963903,0.05404318,2044.8255750820001,3,156,97
CARTWRIGHT-ROBLIN,1999,2.797979404211472,1.3832769454849314,-28.07229139,9.320373060443837,32.82637311,5.351825003484931,0.571854611192,0.04005402,1808.346812517,5,160,90
CARTWRIGHT-ROBLIN,2000,3.426733766449377,0.29891966126502734,-29.6656638,8.202953399423498,33.21677664,4.250936530868852,0.659025302265,0.038749969,1921.046636089,4,160,102
CARTWRIGHT-ROBLIN,2001,3.140926506781553,1.1126507008136988,-28.82747602,9.225882379671233,33.73459361,5.169266540794521,0.479973119521,0.024329043,1969.804605502,12,167,82
CARTWRIGHT-ROBLIN,2002,2.8279906231564387,0.1853365662520547,-28.18911083,8.110776737772603,35.43926616,4.148056652556164,0.5286847873874,0.044553717,1841.1040646229999,10,201,84
CARTWRIGHT-ROBLIN,2003,4.306686624449134,0.12367082757808225,-32.41176852,8.176083196627397,33.58016379,4.149877012665754,0.5581677003426,0.029803419,2028.697377503,12,170,99
CARTWRIGHT-ROBLIN,2004,4.188482623713245,-0.034662392885245856,-33.34408456,7.532379499237705,29.48523507,3.748858553513661,0.692709632854,0.038352525,1584.919805322,0,170,113
CARTWRIGHT-ROBLIN,2005,2.8015455431717577,1.2698325072164383,-30.26002394,9.157747760928768,33.10914474,5.21379013450685,0.607322740385,0.049431937,2008.504546962,12,163,91
CARTWRIGHT-ROBLIN,2006,3.6907616993686037,1.9234387113835616,-31.53088329,10.01796565640548,34.01366852,5.970702184624658,0.411203572918,0.022477923,2140.647116243,17,170,87
CARTWRIGHT-ROBLIN,2007,3.7798464633131466,0.8518762200027398,-29.78112198,9.028407402635617,36.05048803,4.940141811805479,0.483743349946,0.032617581,2157.393890497,14,155,85
CARTWRIGHT-ROBLIN,2008,4.8337249468007,-0.9943829431666665,-33.93682173,7.357300784262295,33.89960757,3.1814589208661204,0.5539708055912,0.049564338,1843.765820321,7,179,95
CARTWRIGHT-ROBLIN,2009,4.612197903952469,-0.8466725396465753,-30.67094102,6.953016312657534,33.32612193,3.053171886841096,0.507635015856,0.034906153,1757.7168046470001,5,174,87
CARTWRIGHT-ROBLIN,2010,5.625359494911634,0.7798783711260275,-33.9008108,8.677545694876713,34.39329168,4.7287120335041095,0.6263733795,0.038599556,2061.967841643,10,152,106
CARTWRIGHT-ROBLIN,2011,2.6861892975262167,0.598924588958904,-28.30211981,8.603101471227397,35.35152884,4.6010130305041095,0.5310690841,0.036090529,2000.427429237,13,169,90
